"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"1",2016-01-04,2171506.66666667,356630.024664492,165502.021879841,0,1564098.66506114,0,27934.1359537703,73336.7194960517,8570.92718802536,4242.11798423752,5062.99036960036,43408.2171694477,0,2248785.81976661,"3_219_9",1,TRUE
"2",2016-01-11,2464131.66666667,356877.828655856,121617.456644302,0,1671253.28133005,0,9137.33526380505,46947.526532558,182286.786431351,4791.93886251287,6816.62308316524,35501.157769859,0,2435229.93457346,"3_219_9",1,TRUE
"3",2016-01-18,2012520,357125.632630943,80522.5747252657,0,1503367.56416485,0,1060.82298472314,26337.0252220268,3803.85646907889,4105.55912720338,3475.40380374154,35071.9893022839,0,2014870.42843011,"3_219_9",1,TRUE
"4",2016-01-25,1738911.66666667,357373.43660603,57738.7784221616,0,1241388.8062671,0,120.576022276407,13473.2959004769,75434.7297179868,3133.24188525651,3146.51168373764,29389.3127761247,0,1781198.68928115,"3_219_9",1,TRUE
"5",2016-02-01,1772306.66666667,357621.240581116,47674.8278660215,0,1228987.91205228,0,40667.1730411661,44002.0025400426,462.565571600254,57.4269944107844,2454.75912111214,20906.8067005806,0,1742834.71446833,"3_219_9",1,TRUE
"6",2016-02-08,1809058.33333333,357869.044556203,36323.9247544476,0,1316994.65598042,0,5152.24641962201,24348.489671187,8920.82399588226,3363.50860136369,2274.03646119225,21462.4809464238,0,1776709.21138674,"3_219_9",1,TRUE
"7",2016-02-15,1952740,358116.84853129,16980.957943516,0,1305871.84148439,0,218637.861504599,12351.0464020706,2468.81991722874,1088.74705474818,8.4843261399798,33224.5526017217,0,1948749.1597657,"3_219_9",1,TRUE
"8",2016-02-22,1507805,358364.652506377,-8137.95408976141,0,1127401.99160672,0,57128.8841007098,5962.07234027432,10.2137054160822,17.7531758825605,0.0304896352166932,34474.3102699263,0,1575221.95410518,"3_219_9",1,TRUE
"9",2016-02-29,1510391.66666667,358612.456466833,-35573.667378653,0,1022983.61865224,0,165179.223807917,2805.70827393322,0.0417967379343483,1779.97601335446,1059.43777628949,5641.51365323369,0,1522488.30906188,"3_219_9",1,TRUE
"10",2016-03-07,1588840,358860.260427289,-63456.1139936412,0,1120469.54727135,0,32718.8767190164,1304.16219849224,129330.291615406,30.1490534693647,2324.58590686262,15329.6929420252,0,1596911.45214027,"3_219_9",1,TRUE
"11",2016-03-14,1605990,359108.064387745,-87869.9128085444,0,1107556.21014419,0,72147.5056327318,44353.8219853273,1231.78444646532,0.465044846129032,1698.50520915787,11332.8265302608,0,1509559.27057218,"3_219_9",1,TRUE
"12",2016-03-21,1356010,359355.868348201,-103429.053818786,19115.7732509877,1013758.5249108,0,10056.968693628,24583.1518756169,5.0680379757028,0.00716239668591988,1507.18002029808,14607.999783171,0,1339561.48826429,"3_219_9",1,TRUE
"13",2016-03-28,2103936.66666667,359603.672308657,-111396.454456504,993888.969287878,1010738.81208161,0,1170.44525911179,51354.5968198163,97796.5404083674,7460.12727165067,1866.33443423892,19363.9034113318,0,2431846.94682616,"3_219_9",1,TRUE
"14",2016-04-04,1120835,359851.476269113,-123224.988115879,0,838411.324972489,0,133.073869374186,29416.945209815,703.678270255452,195.83315524644,1007.52198327551,19013.5523990057,0,1125508.4180127,"3_219_9",1,TRUE
"15",2016-04-11,1141140,360099.280229569,-149312.820954967,0,845233.880018121,0,15.0891851132359,51704.8347713892,2.88844083576008,3.04646603022452,879.6027166096,7506.38494414972,0,1116132.18581685,"3_219_9",1,TRUE
"16",2016-04-18,1166880,360347.084218835,-183347.18047365,0,821564.848328193,0,20754.9094175522,29667.2939660733,0.0118197558638688,1682.0461476665,781.459066198707,21202.8217185506,0,1072653.29420918,"3_219_9",1,TRUE
"17",2016-04-25,888806.666666667,360594.888208101,-203809.956283202,342813.567419684,663928.437937536,0,2486.2074717034,15396.1069031556,4.83668748228885e-05,28.3347774900372,783.343505922089,13921.6039235102,0,1196142.53391227,"3_219_9",1,TRUE
"18",2016-05-02,898873.333333333,360842.692197367,-196380.346015449,-70004.4627307004,641818.488578725,0,283.638962863607,7524.37936496614,84152.4723489235,0.437019421875546,352.262080667656,11327.68420201,0,839917.246008795,"3_219_9",1,TRUE
"19",2016-05-09,889373.333333334,361090.496186633,-173140.676407793,0,659664.284968052,0,32.1742415553841,46382.2886885534,547.569473457877,0.00673075298762999,413.95052150923,4499.46597307633,0,899489.560375798,"3_219_9",1,TRUE
