"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"1",2016-01-04,2171506.66666667,514835.860084327,234645.15189826,0,1405127.38816797,0,4688.60988022058,92541.7700594861,12614.8529058167,9501.40422462363,2882.60753396827,25178.8712804126,0,2302016.51603509,"2_193_6",5,TRUE
"2",2016-01-11,2464131.66666667,515193.593231294,172426.573788331,0,1501391.06350472,0,1153.37523267237,70681.0187697662,189027.177443988,9805.97511021867,3844.36957682512,13992.5617503453,0,2477515.70840816,"2_193_6",5,TRUE
"3",2016-01-18,2012520,515551.326354763,114163.147755178,0,1350568.85225896,0,146.208567480359,50400.3163850074,5861.83008095022,9405.46581621931,1984.73197564562,13231.2230833061,0,2061313.10227751,"2_193_6",5,TRUE
"4",2016-01-25,1738911.66666667,515909.059478232,81860.7789766119,0,1115216.99366891,0,18.5020034081124,33853.7106929875,74092.1676900251,8725.81420861835,1842.47379512764,7811.18560988899,0,1839330.68612381,"2_193_6",5,TRUE
"5",2016-02-01,1772306.66666667,516266.792601702,67592.3296844544,0,1104076.49691621,0,2598.08433351573,53940.9726344881,768.478755610921,2853.92751406545,1458.37442800098,2994.73567889018,0,1752550.19254694,"2_193_6",5,TRUE
"6",2016-02-08,1809058.33333333,516624.525725171,51499.2671674816,0,1183138.44422123,0,330.173763131556,36602.7036065743,8973.04329903803,8763.02359161412,1365.8278948721,3062.7049734786,0,1810359.71424259,"2_193_6",5,TRUE
"7",2016-02-15,1952740,516982.25884864,24075.2312919,0,1173146.12619744,0,67285.1822326457,23652.3098780212,2734.61521861787,6482.41167157483,3.93951594314197,10664.6881314846,0,1825026.76298626,"2_193_6",5,TRUE
"8",2016-02-22,1507805,517339.991972109,-11537.813567737,0,1012815.5283732,0,9631.71469117397,14757.9040962704,20.0702451549367,1879.76123754822,0.0109640651426753,12332.556041782,0,1557239.72405357,"2_193_6",5,TRUE
"9",2016-02-29,1510391.66666667,517697.725074458,-50435.568646421,0,919009.991073196,0,39315.6278721881,8995.60170826429,0.145681781060404,7284.02933730075,728.201610292354,176.6056493084,0,1442772.35936037,"2_193_6",5,TRUE
"10",2016-03-07,1588840,518055.458176806,-89966.6924777602,0,1006587.6812302,0,5336.28143315232,5402.40522516259,126965.036799989,2201.41308004085,1434.69489050883,1189.05458339592,0,1577205.33294149,"2_193_6",5,TRUE
"11",2016-03-14,1605990,518413.191279154,-124580.043216736,0,994986.825046798,0,9563.7209932382,52009.3322394324,1897.9541384247,524.800517979,1037.54665885699,582.300481022108,0,1454435.62813817,"2_193_6",5,TRUE
"12",2016-03-21,1356010,518770.924381502,-146639.453514485,19115.7732509877,910722.513969566,0,1230.25814259469,35096.027827227,13.8821223145179,116.959793022383,931.614566454603,1058.51745227516,0,1340417.01799146,"2_193_6",5,TRUE
"13",2016-03-28,2103936.66666667,519128.65748385,-157935.460122966,993888.969287878,908009.717586915,0,155.975444969664,62464.5943123481,94229.3722758499,11036.8983012314,1147.52272529319,2223.69687606208,0,2434349.94417143,"2_193_6",5,TRUE
"14",2016-04-04,1120835,519486.390586198,-174705.696798702,0,753197.18735454,0,19.7382886323154,43457.0738893149,1106.34609572622,4216.38713419426,631.19148584655,2172.20576925169,0,1149580.823805,"2_193_6",5,TRUE
"15",2016-04-11,1141140,519844.123688546,-211692.456414657,0,759326.314094461,0,2.4972415849878,63811.200213125,8.06602501542358,1097.01014712163,564.737274436661,239.84095841329,0,1133201.33322805,"2_193_6",5,TRUE
"16",2016-04-18,1166880,520201.856832484,-259945.627997173,0,738062.946621647,0,939.51625636303,44571.7594689652,0.0585451608411479,7153.67365360609,507.155240946748,2773.99301849145,0,1054265.33164049,"2_193_6",5,TRUE
"17",2016-04-25,888806.666666667,520559.589976423,-288957.304613296,342813.567419684,596448.326930286,0,119.054497471756,29447.6774036848,0.000424921152450717,2147.27033702007,510.319734677923,995.587960981092,0,1204084.09007185,"2_193_6",5,TRUE
"18",2016-05-02,898873.333333333,520917.323120361,-278423.765445494,-70004.4627307004,576585.580359974,0,15.0650774751689,18661.3318251112,80059.9005377771,510.744170437985,236.697448232255,582.628631122146,0,849141.042994297,"2_193_6",5,TRUE
"19",2016-05-09,889373.333333334,521275.0562643,-245475.069452444,0,592617.572350283,0,1.90598258097327,55214.8858028569,860.09749943964,113.764998755595,283.501783962748,71.4221307357493,0,924963.13736047,"2_193_6",5,TRUE
"20",2016-05-16,1915375,521632.789408238,-231751.072567151,320208.161853809,612297.786909998,0,0.24113298093247,37605.5927431985,6.26442426389297,8806.08267808719,0.794740092188912,8873.96455213258,0,1277680.60587565,"2_193_6",5,TRUE
"21",2016-05-23,1006845,521990.522552177,-259787.863746473,0,663337.041184242,0,0.0305065470648869,75929.00800094,0.045468374816108,2893.42175474736,0.00221166155075416,12013.4794835559,0,1016375.68741577,"2_193_6",5,TRUE
"22",2016-05-30,869198.333333334,522348.255698812,-307366.009064812,0,583306.223637545,0,0.00385948480249727,55019.3784664055,0.00033000973821887,710.19277065252,197.146461136904,2879.98621826794,0,857095.178377504,"2_193_6",5,TRUE
"23",2016-06-06,727250,522705.988845448,-330943.204234672,0,489059.86951725,0,0.000488276245211293,37451.1982505714,2.39521222916755e-06,159.425490042312,189.20430808895,495.031087928874,0,719117.513755329,"2_193_6",5,TRUE
"24",2016-06-13,753730,523063.721992084,-312274.235083138,0,507013.081433661,0,6.17734496830463e-05,24257.2434363945,1.73844615801394e-08,35.0331335230977,321.33846040493,972.620793367086,0,743388.804228087,"2_193_6",5,TRUE
"25",2016-06-20,999196.666666667,523421.45513872,-274273.829618012,0,606899.392623095,0,3802.98651344581,74984.4048323434,1.26176503588354e-10,7429.30414217554,390.82536557227,92.9943595499135,0,942747.533356891,"2_193_6",5,TRUE
"26",2016-06-27,845843.333333333,523779.188285356,-248913.340948912,0,569487.784848588,0,484.309347577662,54176.9683943803,9.15789654133954e-13,2262.63534781063,335.46485694836,149.306464802572,0,901762.316596551,"2_193_6",5,TRUE
"27",2016-07-04,1126016.66666667,524136.921431992,-237820.410014281,0,703085.703399058,0,1481.93952750129,36787.933781463,9055.44086269418,540.771217981162,460.252585805102,241.667291322752,0,1037970.22008354,"2_193_6",5,TRUE
"28",2016-07-11,1140978.33333333,524494.654578628,-214130.948527835,0,767022.677600861,0,187.966165500183,23784.1283959521,68.2279351854771,120.593927419247,575.164267457914,1309.38041965892,0,1103431.84476283,"2_193_6",5,TRUE
"29",2016-07-18,1242656.66666667,524852.386922389,-161884.157784508,0,770523.625446486,0,91.8836005374548,96462.4225990741,8022.70876761532,8676.31557071407,310.561739418517,855.665859551174,0,1247911.41272128,"2_193_6",5,TRUE
"30",2016-07-25,1293483.33333333,525210.119266149,-101727.630608204,0,867738.643116605,0,11.626344443731,74627.2744284038,60.1853965043845,2829.75253156666,584.474619390335,4457.82919477394,0,1373792.27428963,"2_193_6",5,TRUE
"31",2016-08-01,1484843.33333333,525567.85160991,-68626.3768078062,0,885798.835714723,0,8875.65803673162,86929.3907065197,0.43693244670717,10149.3214572617,874.558975209058,3907.2409299142,0,1453476.91755491,"2_193_6",5,TRUE
"32",2016-08-08,1485698.33333333,525925.583953671,-68063.6074941666,0,995493.119685461,0,1140.36921621655,65204.0251452072,50.7015710678946,3612.70619736362,1141.45020070175,8408.0413615904,0,1532912.38983711,"2_193_6",5,TRUE
