"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","facebook_S",1,13,1.99183820713594,0.256389226773946,"[0, 3.99]",0,3.99233762889989,0.888158334571545,0.0582692353337675
"2","facebook_S",2,17,2.41142587607475,0.430967261483095,"[0, 6.17]",0,6.16569879612395,1.72386904593238,0.0971054231109971
"3","facebook_S",3,17,2.16218031332039,0.345247518647012,"[0, 5.18]",0,5.17680273986169,1.38099007458805,0.0801897261518968
"4","facebook_S",4,14,1.96682137534186,0.180187033645492,"[0.51, 3.42]",0.509329128963723,3.42236221227389,0.649673588982577,0.0425492955684376
"5","facebook_S",5,37,1.23390659080365,0.164713794628102,"[0, 3.27]",0,3.26599067009382,0.988282767768615,0.0529551131881924
"6","ooh_S",1,13,0.895085193510514,0.0227560732588153,"[0.72, 1.07]",0.71718657739416,1.0747218709207,0.0788293501300551,0.00520397973521868
"7","ooh_S",2,17,1.15234724066526,0.0515027574747893,"[0.7, 1.6]",0.70302095688372,1.60335028771054,0.206011029899157,0.0132560746527791
"8","ooh_S",3,17,1.03811344590892,0.0219026887573153,"[0.85, 1.23]",0.846992634765524,1.22987763120158,0.0876107550292613,0.0056374394595412
"9","ooh_S",4,14,0.963103602406223,0.00682940013731249,"[0.91, 1.02]",0.9074141264544,1.01782311724946,0.024623752375741,0.0016126918742075
"10","ooh_S",5,37,0.946624230701887,0.0196038514337232,"[0.71, 1.19]",0.705451930045041,1.18913439233416,0.117623108602339,0.00726190585347267
"11","print_S",1,13,6.23949303894693,0.210397165345141,"[4.59, 7.89]",4.58727135540029,7.8929564537591,0.72883716029251,0.0481147416054932
"12","print_S",2,17,8.09091598682767,0.194848610240273,"[6.39, 9.79]",6.38539680307965,9.79158178173896,0.779394440961093,0.0501512511169848
"13","print_S",3,17,6.46168995832609,0.192514638678736,"[4.77, 8.14]",4.77133365656374,8.13671804206653,0.770058554714944,0.0495505201508352
"14","print_S",4,14,6.07853174879827,0.103125356664551,"[5.25, 6.91]",5.24772753535073,6.91492616565302,0.37182376125455,0.0243519813415292
"15","print_S",5,37,6.77768584360574,0.120842127767511,"[5.29, 8.27]",5.28829509279022,8.26981217398474,0.725052766605067,0.0447638647919663
"16","search_S",1,13,2.40700886006192,0.257085136227767,"[0.4, 4.43]",0.395591398922492,4.43482121669864,0.890569035634518,0.0587915948388402
"17","search_S",2,17,3.52998036498361,0.430419927352392,"[0, 7.3]",0,7.29552704369786,1.72167970940957,0.108473600631485
"18","search_S",3,17,1.76348068618338,0.251335873105525,"[0, 3.95]",0,3.9540903399251,1.0053434924221,0.0602502760077707
"19","search_S",4,14,2.74684288633319,0.0748856997909827,"[2.15, 3.36]",2.14516248392897,3.35581852584569,0.270004230395391,0.0176834798253283
"20","search_S",5,37,1.37993535766015,0.147531487059568,"[0, 3.2]",0,3.19770003038067,0.885188922357407,0.0501826047989443
"21","tv_S",1,13,2.05144936892342,0.0680056885141467,"[1.52, 2.59]",1.52077644493754,2.58925752811215,0.235578615420411,0.0155519021617721
"22","tv_S",2,17,2.30628835113668,0.140680539937587,"[1.08, 3.54]",1.07967673640088,3.53893955246199,0.562722159750346,0.0362091629854728
"23","tv_S",3,17,2.62271900685471,0.117834090009895,"[1.59, 3.65]",1.59326304410336,3.65314279829179,0.471336360039579,0.0303288128713899
"24","tv_S",4,14,2.32436753786984,0.105242555100759,"[1.47, 3.17]",1.46732048427618,3.1687472660932,0.37945742877663,0.0248519357512149
"25","tv_S",5,37,1.88433084082255,0.0666871746860683,"[1.06, 2.71]",1.06057641118679,2.70593762830839,0.40012304811641,0.0247031041752972
