"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","facebook_S",1,12,0.159841620880664,0.111595489099077,"[0, 1.01]",0,1.01202584562865,0.370120365637835,0.0176996623929729
"2","facebook_S",2,9,1.59270563493594,0.117239589598976,"[0.79, 2.41]",0.788727240519621,2.41085711106889,0.331603635315855,0.0230842135472826
"3","facebook_S",3,7,2.48143397719131,0.271546460739336,"[0.72, 4.24]",0.723290763867347,4.23923101946557,0.66515027027008,0.048951927233721
"4","facebook_S",4,10,1.89151009537454,0.359391889159358,"[0, 4.46]",0,4.4614580634641,1.07817566747807,0.0668465595800025
"5","facebook_S",5,15,1.66129250200494,0.1252220074466,"[0.63, 2.71]",0.626916842671891,2.70728593232065,0.468537849149231,0.0304792402822951
"6","facebook_S",6,16,2.30080284490897,0.240736929356429,"[0.25, 4.35]",0.249403356246116,4.35435230565584,0.93237011821456,0.0602998907660489
"7","facebook_S",7,10,2.15386027471316,0.356635996781048,"[0, 4.7]",0,4.69706520163006,1.06990799034314,0.0690594058819833
"8","facebook_S",8,22,1.84064528939683,0.174215921399668,"[0.15, 3.55]",0.146319853670193,3.54501239380625,0.798357647080455,0.0504586649928987
"9","ooh_S",1,12,1.04394742627208,0.0145995034642749,"[0.93, 1.15]",0.932245246383537,1.15487121321423,0.0484210751164936,0.00322695067741093
"10","ooh_S",2,9,0.9940653319896,0.0572615487264949,"[0.59, 1.39]",0.594084612143188,1.38635682105214,0.161960117622994,0.0112746711530802
"11","ooh_S",3,7,0.967802725231407,0.0253604474868953,"[0.8, 1.13]",0.803959359974127,1.1323223884459,0.0621201559915415,0.00457175091368541
"12","ooh_S",4,10,0.980554329204065,0.0435510382898177,"[0.67, 1.29]",0.670281596944676,1.29337231700096,0.130653114869453,0.00893330252318369
"13","ooh_S",5,15,0.841679786990729,0.0490754362955457,"[0.43, 1.25]",0.433979298681281,1.24929142162275,0.183623468724382,0.0119450410140428
"14","ooh_S",6,16,1.08665759564036,0.016075382959804,"[0.95, 1.22]",0.949475241939582,1.22358618357457,0.0622596904872272,0.00402656891524689
"15","ooh_S",7,10,0.962705996304143,0.0380729139835746,"[0.69, 1.24]",0.691118569509984,1.23583300848153,0.114218741950724,0.00780961538255547
"16","ooh_S",8,22,0.815849098866851,0.0375225122180685,"[0.45, 1.18]",0.449073672196885,1.18108186833731,0.171949752504204,0.010867754557059
"17","print_S",1,12,6.28953836785839,0.119279507509298,"[5.37, 7.19]",5.37007536083576,7.18895336222302,0.395605371586722,0.0263645327733404
"18","print_S",2,9,6.83262266304529,0.148395926849994,"[5.81, 7.86]",5.8097964644673,7.86300619024855,0.419727064704375,0.029218826820101
"19","print_S",3,7,6.20576284443532,0.0786043483339055,"[5.7, 6.72]",5.69845030703112,6.71620687001404,0.192540544982058,0.0141700773024953
"20","print_S",4,10,7.20878461083447,0.379190162264773,"[4.5, 9.92]",4.49887480490831,9.92400082995316,1.13757048679432,0.0777804747336716
"21","print_S",5,15,7.86325819005952,0.0713507299510961,"[7.27, 8.46]",7.27196205874641,8.45734357546931,0.266969985773231,0.0173668837198925
"22","print_S",6,16,7.35009318248564,0.103542850394016,"[6.46, 8.23]",6.46033027462444,8.22590116597075,0.401019735194869,0.025935458199354
"23","print_S",7,10,6.40059677792872,0.126879492108123,"[5.5, 7.32]",5.50088097130881,7.31616338942074,0.38063847632437,0.0260258522299058
"24","print_S",8,22,6.18681373133873,0.155299742986349,"[4.67, 7.7]",4.66771165383377,7.69737779302602,0.711672827642134,0.0449799171159245
"25","search_S",1,12,0.576913282508999,0.132552921366369,"[0, 1.59]",0,1.59477473342035,0.439628305037731,0.0249902155908668
"26","search_S",2,9,1.19965722430309,0.164267077600031,"[0.07, 2.34]",0.0670384740641392,2.33984183540559,0.464617457986714,0.0323438209829785
"27","search_S",3,7,0.271751244939214,0.113441970723276,"[0, 1]",0,1.00088041871276,0.277874943687774,0.0157235384453365
"28","search_S",4,10,0,0,"[0, 0]",0,0,0,0
"29","search_S",5,15,0.0685443368112527,0.028346338012,"[0, 0.3]",0,0.304200424174473,0.106062285010591,0.00521540398177429
"30","search_S",6,16,0.571318573840735,0.0717286415248945,"[0, 1.18]",0,1.18443949513941,0.277803834071998,0.0175762339725597
"31","search_S",7,10,0.571401320347762,0.135056084197337,"[0, 1.54]",0,1.53755507788039,0.405168252592012,0.0237160765966102
"32","search_S",8,22,0.171558591986554,0.0524858304805933,"[0, 0.68]",0,0.682576812523114,0.240520291089939,0.011753711057606
"33","tv_S",1,12,4.09437453942046,0.0822296545003296,"[3.46, 4.71]",3.45980500985401,4.71371452671435,0.272724910618153,0.0181753468494611
"34","tv_S",2,9,4.28036261752661,0.0922880933182141,"[3.65, 4.92]",3.64692523160387,4.92382558053533,0.261030146432344,0.0181713196141025
"35","tv_S",3,7,4.37814279540234,0.145597448201496,"[3.43, 5.32]",3.43305082362888,5.31822335672041,0.356639455944968,0.0262469842927421
"36","tv_S",4,10,4.43075937638356,0.155263073226132,"[3.32, 5.54]",3.31817576878467,5.53954600227552,0.465789219678395,0.0318479663924004
"37","tv_S",5,15,4.40369677895458,0.097204292457554,"[3.6, 5.21]",3.59703181992601,5.21193010764201,0.363705158899942,0.0236596828839988
"38","tv_S",6,16,4.90709450600193,0.105828146184298,"[4.01, 5.81]",4.00965883617629,5.81419766891192,0.409870647731788,0.0265078800828203
"39","tv_S",7,10,5.13865825417853,0.149738274552136,"[4.08, 6.22]",4.07757193940435,6.21989811518439,0.449214823656409,0.0307147052837663
"40","tv_S",8,22,4.05585140117919,0.0380956759482543,"[3.68, 4.43]",3.68428881192789,4.42747857677002,0.174576318683384,0.0110337616384736
