"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","facebook_S",1,18,1.65324334102182,0.274967992054713,"[0, 4.11]",0,4.10995265281929,1.13372207490558,0.0644181495215197
"2","facebook_S",2,15,1.52511111931805,0.224071471750502,"[0, 3.39]",0,3.39032990294429,0.838398677440576,0.0511831036143984
"3","facebook_S",3,39,1.46167042449912,0.11458406220928,"[0.02, 2.91]",0.0160525468969961,2.91327332040501,0.706343597599955,0.0435344239263427
"4","facebook_S",4,26,1.18414199969048,0.108654192253065,"[0.04, 2.32]",0.0386906079669926,2.32078226458445,0.543270961265324,0.0340266018095768
"5","ooh_S",1,18,1.00424176587953,0.0409028769687657,"[0.64, 1.37]",0.639750278590123,1.37200907714463,0.168646882133865,0.0108035612406287
"6","ooh_S",2,15,0.972517558802378,0.0328136867824408,"[0.7, 1.25]",0.700789299091185,1.24593772061539,0.122777573536806,0.00798690473331128
"7","ooh_S",3,39,0.964726775705156,0.0219074586654695,"[0.69, 1.24]",0.687404901806803,1.24132787430922,0.135046644966884,0.00832339659026452
"8","ooh_S",4,26,0.838892643632993,0.0241282680666025,"[0.59, 1.09]",0.585220347612302,1.09199250339969,0.120641340333012,0.00755610945912538
"9","print_S",1,18,6.81989304470605,0.224641701247497,"[4.81, 8.83]",4.80957585497089,8.83119669074598,0.926221462161876,0.0593339773747358
"10","print_S",2,15,6.6589026032478,0.19964946481477,"[4.99, 8.31]",4.99483023333145,8.31169588526318,0.74701989478965,0.0485950044597074
"11","print_S",3,39,7.09637209704172,0.133290850897781,"[5.41, 8.78]",5.41243392034668,8.78264976619697,0.821659987741932,0.0506417759730722
"12","print_S",4,26,7.19738651953185,0.184642715779696,"[5.26, 9.13]",5.25660769774585,9.13470565603375,0.923213578898478,0.0578234860210592
"13","search_S",1,18,1.93007651522115,0.138017955829242,"[0.69, 3.16]",0.690879075292223,3.16172880529155,0.569062610115799,0.0364542924265751
"14","search_S",2,15,1.61379996906015,0.11481454242121,"[0.66, 2.57]",0.663204966330613,2.57067019521309,0.42959668075939,0.0279460463676895
"15","search_S",3,39,0.448232093894797,0.101542636039861,"[0, 1.74]",0,1.73597949451657,0.625950847502502,0.0301806180759755
"16","search_S",4,26,0.74473845993074,0.147064081346022,"[0, 2.29]",0,2.29367585217757,0.73532040673011,0.0380234006630079
"17","tv_S",1,18,4.11045662490991,0.07733169229782,"[3.42, 4.8]",3.4151395284834,4.79956077922892,0.318846735551676,0.0204254012307967
"18","tv_S",2,15,4.24798742259207,0.0867908036402099,"[3.53, 4.97]",3.53032015318407,4.97221450418995,0.324741451544438,0.0211250227686339
"19","tv_S",3,39,4.31228800987561,0.0537809025254845,"[3.63, 4.99]",3.63259428338652,4.99242692512213,0.331527748620406,0.0204332135250144
"20","tv_S",4,26,4.17931002825913,0.0720986188479511,"[3.42, 4.94]",3.42122723801937,4.93553288159117,0.360493094239755,0.0225787053742557
